1.258925e+02 1.459167e+15 
1.412538e+02 1.907292e+15 
1.584893e+02 2.483580e+15 
1.778279e+02 3.222432e+15 
1.995262e+02 4.167017e+15 
2.238721e+02 5.371381e+15 
2.511886e+02 6.903054e+15 
2.818383e+02 8.846343e+15 
3.162278e+02 1.130632e+16 
3.548134e+02 1.441379e+16 
3.981072e+02 1.833141e+16 
4.466836e+02 2.326127e+16 
5.011872e+02 2.945416e+16 
5.623413e+02 3.722115e+16 
6.309573e+02 4.694765e+16 
7.079458e+02 5.911091e+16 
7.943282e+02 7.430138e+16 
8.912509e+02 9.324903e+16 
1.000000e+03 1.168556e+17 
1.122018e+03 1.462342e+17 
1.258925e+03 1.827578e+17 
1.412538e+03 2.281183e+17 
1.584893e+03 2.843995e+17 
1.778279e+03 3.541653e+17 
1.995262e+03 4.405685e+17 
2.238721e+03 5.474831e+17 
2.511886e+03 6.796657e+17 
2.818383e+03 8.429525e+17 
3.162278e+03 1.044501e+18 
3.548134e+03 1.293080e+18 
3.981072e+03 1.599432e+18 
4.466836e+03 1.976704e+18 
5.011872e+03 2.440978e+18 
5.623413e+03 3.011918e+18 
6.309573e+03 3.713551e+18 
7.079458e+03 4.575226e+18 
7.943282e+03 5.632763e+18 
8.912509e+03 6.929872e+18 
1.000000e+04 8.488582e+18 
8.936 1000000
9.118 28220000000
9.308 60210000000
9.506 96440000000
9.713 137400000000
9.928 183900000000
10.15 236400000000
10.39 295800000000
10.63 363100000000
10.89 439300000000
11.17 5.257e+11
11.45 623600000000
11.75 734600000000
12.07 860800000000
12.41 1004000000000
12.76 1167000000000
13.14 1354000000000
13.53 1566000000000
8.939	0
9.1682	35004825973
9.4095	76806728594
9.6638	1.26399E+11
9.9322	1.84939E+11
10.2160	2.53788E+11
10.5165	3.34556E+11
10.8352	4.29174E+11
11.1738	5.39968E+11
11.5342	6.69778E+11
11.9187	8.22103E+11
12.3297	1.0013E+12
12.7700	1.21284E+12
13.2430	1.46372E+12
13.7312	1.74988E+12
