1.000000e-06 -1.635000e-04 
1.122018e-06 -2.238427e-04 
1.258925e-06 -3.040305e-04 
1.412538e-06 -3.651410e-04 
1.584893e-06 -3.724499e-04 
1.778279e-06 -3.698821e-04 
1.995262e-06 -4.778653e-04 
2.238721e-06 -5.876643e-04 
2.511886e-06 -5.438234e-04 
2.818383e-06 -5.552214e-04 
3.162278e-06 -7.763392e-04 
3.548134e-06 -8.497781e-04 
3.981072e-06 -8.360251e-04 
4.466836e-06 -1.031839e-03 
5.011872e-06 -1.212873e-03 
5.623413e-06 -1.282138e-03 
6.309573e-06 -1.334475e-03 
7.079458e-06 -1.486686e-03 
7.943282e-06 -1.695891e-03 
8.912509e-06 -1.675552e-03 
1.000000e-05 -2.090000e-03 
1.122018e-05 -2.754555e-03 
1.258925e-05 -2.454905e-03 
1.412538e-05 -2.655571e-03 
1.584893e-05 -3.669028e-03 
1.778279e-05 -4.018911e-03 
1.995262e-05 -3.870809e-03 
2.238721e-05 -4.130441e-03 
2.511886e-05 -4.973535e-03 
2.818383e-05 -5.960880e-03 
3.162278e-05 -6.656594e-03 
3.548134e-05 -7.202712e-03 
3.981072e-05 -7.743184e-03 
4.466836e-05 -7.906300e-03 
5.011872e-05 -9.497498e-03 
5.623413e-05 -1.133118e-02 
6.309573e-05 -1.296617e-02 
7.079458e-05 -1.419431e-02 
7.943282e-05 -1.417876e-02 
8.912509e-05 -1.827064e-02 
1.000000e-04 -1.800000e-02 
1.122018e-04 -1.716688e-02 
1.258925e-04 -2.524145e-02 
1.412538e-04 -2.429565e-02 
1.584893e-04 -2.726016e-02 
1.778279e-04 -3.360948e-02 
1.995262e-04 -3.222349e-02 
2.238721e-04 -4.197602e-02 
2.511886e-04 -4.822822e-02 
2.818383e-04 -4.565780e-02 
3.162278e-04 -5.565609e-02 
3.548134e-04 -6.812417e-02 
3.981072e-04 -7.106213e-02 
4.466836e-04 -7.571287e-02 
5.011872e-04 -8.319708e-02 
5.623413e-04 -1.023461e-01 
6.309573e-04 -1.066318e-01 
7.079458e-04 -1.136253e-01 
7.943282e-04 -1.227237e-01 
8.912509e-04 -1.354701e-01 
1.000000e-03 -1.600000e-01 
1.122018e-03 -1.828890e-01 
1.258925e-03 -2.077227e-01 
1.412538e-03 -2.274185e-01 
1.584893e-03 -2.432811e-01 
1.778279e-03 -3.138663e-01 
1.995262e-03 -2.733509e-01 
2.238721e-03 -2.843176e-01 
2.511886e-03 -4.471158e-01 
2.818383e-03 -4.608056e-01 
3.162278e-03 -4.601114e-01 
3.548134e-03 -4.381945e-01 
3.981072e-03 -4.976340e-01 
4.466836e-03 -8.263646e-01 
5.011872e-03 -8.419946e-01 
5.623413e-03 -7.675959e-01 
6.309573e-03 -7.539940e-01 
7.079458e-03 -9.911241e-01 
7.943282e-03 -1.330500e+00 
8.912509e-03 -1.073957e+00 
1.000000e-02 -1.395000e+00 
1.122018e-02 -1.722298e+00 
1.258925e-02 -1.523300e+00 
1.412538e-02 -1.631481e+00 
1.584893e-02 -2.448660e+00 
1.778279e-02 -2.418460e+00 
1.995262e-02 -2.314504e+00 
2.238721e-02 -2.966306e+00 
2.511886e-02 -3.152417e+00 
2.818383e-02 -2.973394e+00 
3.162278e-02 -2.498199e+00 
3.548134e-02 -1.845030e+00 
3.981072e-02 5.971608e-01 
4.466836e-02 1.724199e+01 
5.011872e-02 9.497498e+00 
5.623413e-02 -1.622355e+01 
6.309573e-02 -4.602834e+01 
7.079458e-02 -2.177641e+02 
7.943282e-02 -8.009212e+02 
8.912509e-02 -2.418097e+03 
1.000000e-01 -6.552200e+03 
1.122018e-01 -1.655331e+04 
1.258925e-01 -3.951591e+04 
1.412538e-01 -9.008006e+04 
1.584893e-01 -1.973985e+05 
1.778279e-01 -4.176370e+05 
1.995262e-01 -8.560128e+05 
2.238721e-01 -1.704446e+06 
2.511886e-01 -3.304482e+06 
2.818383e-01 -6.250148e+06 
3.162278e-01 -1.155352e+07 
3.548134e-01 -2.090634e+07 
3.981072e-01 -3.708801e+07 
4.466836e-01 -6.459466e+07 
5.011872e-01 -1.105986e+08 
5.623413e-01 -1.864010e+08 
6.309573e-01 -3.096154e+08 
7.079458e-01 -5.074351e+08 
7.943282e-01 -8.215040e+08 
8.912509e-01 -1.315165e+09 
1.000000e+00 -2.084239e+09 
1.122018e+00 -3.273075e+09 
1.258925e+00 -5.098506e+09 
1.412538e+00 -7.885777e+09 
1.584893e+00 -1.212272e+10 
1.778279e+00 -1.854210e+10 
1.995262e+00 -2.710774e+10 
2.238721e+00 3.237383e+10 
2.511886e+00 -4.942570e+10 
2.818383e+00 -1.847526e+11 
3.162278e+00 -1.073099e+11 
3.548134e+00 -7.273449e+10 
3.981072e+00 -8.642182e+10 
4.466836e+00 -1.041046e+11 
5.011872e+00 -1.207915e+11 
5.623413e+00 -1.315322e+11 
6.309573e+00 -1.293494e+11 
7.079458e+00 -1.035442e+11 
7.943282e+00 -3.801170e+10 
8.912509e+00 9.115580e+10 
1.000000e+01 3.188744e+11 
1.122018e+01 6.953886e+11 
1.258925e+01 1.292051e+12 
1.412538e+01 2.208996e+12 
1.584893e+01 3.585255e+12 
1.778279e+01 5.611987e+12 
1.995262e+01 8.549686e+12 
2.238721e+01 1.275043e+13 
2.511886e+01 1.868653e+13 
2.818383e+01 2.698718e+13 
3.162278e+01 3.848535e+13 
3.548134e+01 5.427743e+13 
3.981072e+01 7.579890e+13 
4.466836e+01 1.049202e+14 
5.011872e+01 1.440681e+14 
5.623413e+01 1.963779e+14 
6.309573e+01 2.658862e+14 
7.079458e+01 3.577715e+14 
7.943282e+01 4.786568e+14 
8.912509e+01 6.369874e+14 
1.000000e+02 8.435016e+14 
1.122018e+02 1.111818e+15 
